ID,title,seller_title,additional_details,cache_price,cancellation,city,cms_activity_type,country,day_time,description,duration,ending_point,exclusions,highlights,images,inclusions,pickup_instructions,starting_point,tags,transfer,travel_group,travel_theme,type
467912,[Kyoto Classic Deep Dive] Kinkaku-ji & Kiyomizu-dera Temple & Ninenzaka & Gion/Hanamikoji Street & Yasaka Shrine & Fushimi Inari-taisha Shrine In-Depth Slow Travel Day Tour (Osaka Hotel Pickup Available),"Kyoto In-Depth Day Tour – Kinkaku-ji, Kiyomizu-dera, Gion & Fushimi Inari, Osaka Hotel Pickup Available",Kinkakuji Temple | Kiyomizudera Temple | Ninenzaka | Ishibei-koji Lane | Yasaka Shrine | Fushimi Inari Taisha | Senbon Torii | 07:00 - 17:10 | Departure type: Pick up | Book now for tomorrow | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Osaka, Kyoto",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Immerse yourself in Kyoto's most iconic cultural and spiritual landmarks on this in-depth guided day tour. Visit the golden splendour of Kinkaku-ji, the historic stone stages of Kiyomizu-dera, the charming Ninenzaka stone lane, Yasaka Shrine, and the celebrated vermillion torii gates of Fushimi Inari-taisha. A multilingual guide, live on-board commentary, and round-trip transfers from Osaka or Kyoto are all included.",,,"Admission to Kinkaku-ji Temple Ticket, Kiyomizu-dera Temple Ticket | Meals and beverages | Other personal expenses",,"[{img_url=KLK_467912, img_alt=[Kyoto Classic Deep Dive] Kinkaku-ji & Kiyomizu-dera Temple & Ninenzaka & Gion/Hanamikoji Street & Yasaka Shrine & Fushimi Inari-taisha Shrine In-Depth Slow Travel Day Tour (Departure from Osaka/Kyoto)}]",English / Chinese / Japanese / Korean-speaking guide | Live commentary on board | Round-trip transfers to and from your hotel | Toll fees | Parking fees | Fuel fees,"[Departure] Nipponbashi Subway Station Exit 2 (Namba/Shinsaibashi area)
1-chōme-5 Nipponbashi, Chuo Ward, Osaka, 542-0073 Japan | Please arrive at the location 10 mins before the departure time | This is a shared transfer and pick up could be early or late | Enter your hotel name and address at the checkout page | The operator will re-confirm your pick-up time in advance | [Return] 16:50 Return journey begins
17:10 Arrival at Kyoto Station Hachijo Exit - front of the station sightseeing bus parking area. Guests disembarking in Kyoto may then disperse. | [Return] To hotel/personal address 
 17:20 Depart for return.
18:30 Arrive at Osaka Shinsaibashi for dismissal, end of the tour.",,Day Trips & Excursions,shared,"Friend,Couple,Solo","HISTORY,CULTURE,SPIRITUAL",
537827,Yokohama · 10 hours · Group of 1-9 · Yokohama · NEXT TOUR(Special Offer),"Tokyo Private 10-Hour Car with English Driver – Yokohama Day Trip, Up to 9 Pax","Route A : Pick-up in Tokyo city > Yokohama Yamashita Park > Gundam Factory Yokohama > Yokohama Chinatown > Yokohama Red Brick Warehouse | Route B: Pick-up in Tokyo city > Yokohama Hakkeijima Sea Paradise > Yokohama Chinatown > Shin-Yokohama Ramen Museum | Route C: Customized Route (You can choose attractions in the area near the same route. Even if within 300 kilometers, exceeding the area may still incur cross-region service fees.",,D-1,"Tokyo, Yokohama",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Yokohama in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Yokohama,Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
533587,Tokyo (23 wards) · 5 hours · Group of 1-6 · Tokyo (23 wards) · Ansu Travel (Quality Service),"Tokyo Private 5-Hour Car with English Driver – Tokyo Day Trip, Up to 6 Pax","Route A: Sensō-ji Temple (Asakusa) - Tokyo Skytree - Akihabara - Ueno Park | Route B: Shibuya Crossing - Meiji Shrine - Harajuku Station - Takeshita Street - Omotesandō - Roppongi Hills Observation Deck | Route C: Gundam Factory Tokyo (Odaiba) - Odaiba Seaside Park (Statue of Liberty) - teamLab Planets Tokyo - Ginza Mitsukoshi Department Store - Tokyo Tower | Route D: Kabukicho, Shinjuku - Shinjuku Gyoen National Garden - Imperial Palace - Nijubashi Bridge - Tokyo Station - Tsukiji Market | Route E: Customized Route",,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore Tokyo, Yokohama, or Kamakura in comfort on this private 5-hour car rental with an English-speaking driver. Perfect for small groups, your driver handles all the logistics including fuel, tolls, and parking, so you can focus on enjoying the sights. Pick-up is available from Tokyo's central wards, making this an ideal option for a relaxed, customised half-day excursion.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,"Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM or 12:00-3:00 PM. | For 5-hour packages, if the selected drop-off location differs from the route, consider it as a one-way transfer due to time limitations. Overtime fees may apply (JPY 5,000 per extra hour) if returning to Tokyo 23 wards or NRT/HND airport. For more flexibility, the 10-hour package is highly recommended | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.",,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
297252,"Japan Rail Pass 14-Day, Green Car First Class – Unlimited Nationwide Travel with Digital Guide","Japan Rail Pass 14-Day, Green Car First Class – Unlimited Nationwide Travel with Digital Guide",,,Non Refundable,"Nationwide, Japan",ACTIVITY_WITH_ONLY_TICKET,Japan,,"Travel freely across Japan with a JR Whole Japan Rail Pass, valid for  of unlimited travel on JR trains including the famous Shinkansen bullet trains. This pass covers the Green Car (first class) option and is ideal for travellers planning to visit multiple cities such as Tokyo, Osaka, Kyoto, and Hiroshima. Passes are mailed globally and come with a free digital JR guide to help you plan the most out of your journey.",,,Other personal expenses | JR Bus: express bus routes | Hydrofoil ferry service operated by JR-Kyushu between Hakata and Busan (South Korea) | Nozomi and Mizuho Trains: Available with the [ONLY WITH JAPAN RAIL PASS] Nozomi Mizuho ticket for an additional fee. Purchase at JR reserved seat ticket machines or ticket offices (Midori-no-madoguchi) before boarding more details,,"[{img_url=KLK_297252, img_alt=JR Whole Japan Rail Pass}]","Unlimited train rides in specified areas | 14 Consecutive Days | Access to first class only | (i) Unlimited JR Shinkansen rides | JR Shinkansen | Limited Express, Express, Rapid, local trains | Bus Rapid Transit (with some exceptions) | (ii) Airport transfers | Express trains to and from major airports (Narita Express/Tokyo Monorail/Haruka Limited Express) | (iii) Specific railway | Aoimori Railway | Between Aomori and Hachinohe, Aomori and Noheji, and Hachinohe and Noheji | IR Ishikawa Railway | Between Kanazawa and Tsubata | Ainokaze Toyama Railway | Between Toyama and Takaoka | (iv) Local JR Buses | JR Hokkaido Bus, JR Bus Tohoku, JR Bus Kanto, JR Tokai Bus, West Japan JR Bus, Chugoku JR Bus, JR Shikoku Bus, JR Kyushu Bus | (v) JR-West Miyajima Ferry",,,Transport & Rentals,none,"Solo,Friend,Couple","CITY,CULTURE",
537798,Yokohama · 10 hours · Group of 1-6 · Narita International Airport · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Yokohama Day Trip, Narita Pickup, Up to 6 Pax",Departure from Tokyo > Yokohama Port Mirai 21 > Hopi Flavor Memorial Hall > Red Brick Warehouse > Yamashita Park - Yokohama ChinaTown,,D-1,"Tokyo, Yokohama",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Yokohama in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace from Narita Airport. Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Narita International Airport,Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
539026,Kamakura · 10 hours · Group of 1-9 · Tokyo (23 wards) · CHINICHI (Popular Choice),"Tokyo Private 10-Hour Car with English Driver – Kamakura Day Trip, Up to 9 Pax","Route A : Pick-up in Tokyo city > Tsurugaoka Hachimangū > The Buddha at Kamakura > Hase eki > Kamakura-Kōkō-Mae > Slam Dunk Train Crossing > Sea Candle > Enoshima Shrine | Route B: Customized Route (You can choose attractions in the area near the same route. Even if within the allowed range, exceeding the area may still incur cross-region service fees.)",,D-1,"Tokyo, Kamakura",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver,,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
517147,Mount Fuji and Lake Kawaguchiko Day Trip from Tokyo,Tokyo Day Trip to Mount Fuji & Lake Kawaguchiko with English-Speaking Guide,Lake Yamanaka | Oshino Hakkai | Lawson Fujikawaguchiko Town hall | Oishi Park | Hikawa Clock Shop | Arakurayama Sengen Park | 07:30 - 18:00 | Departure type: Meet up | Book now for tomorrow | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Tokyo, Mount Fuji, Kawaguchiko",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Explore the natural beauty surrounding Mount Fuji on this guided day trip from Tokyo. Travel to the scenic Lake Kawaguchiko in the Fuji Five Lakes area, where clear waters reflect Japan's most iconic peak on calm days. Your English-speaking guide leads you through the best viewpoints and local highlights, with round-trip transfers from Tokyo included for a smooth and memorable experience.",,,Other personal expenses | Tips and gratuities | Insurance,,"[{img_url=KLK_517147, img_alt=Mount Fuji and Lake Kawaguchiko Day Trip from Tokyo}]",English-speaking guide | Round-trip transfers to and from the meet up location,[Departure] Please arrive at the designated meeting point 10 minutes in advance. Thank you. | Please arrive at the location 10 mins before the departure time | Latecomers or no-shows can't be refunded | [Return] Arrival times may be affected by force majeure factors such as weather and road conditions. Please refer to the actual arrival time on the day.,,Day Trips & Excursions,shared,"Friend,Couple,Family","NATURE,MOUNTAIN,ADVENTURE",
545862,"Osaka Private 10-Hour Chartered Car with English Driver – to Nara, 10-Seat","Osaka Private 10-Hour Chartered Car with English Driver – to Nara, 10-Seat","Others | Route A: Pick-up in Osaka City Hotel->Nara Park + Yakushiji Temple + Toshodaiji Temple->Return in Osaka City Hotel | Route B: Pick-up in Osaka City Hotel->Nara Park + Todaiji Temple + Ninenzaka + Sannenzaka + Kiyomizu Temple + Fushimi Inari Taisha Shrine->Return in Osaka City Hotel | Route C: Customized Route. You may choose attractions from nearby routes. (Even within the coverage area, additional fees may apply for out-of-zone services.)",,D-1,"Osaka, Nara",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore Kyoto, Kobe, Nara, or Osaka at your own pace on this private 10-hour chartered car service with an English-speaking driver. Starting from your hotel in Osaka, all fuel, toll, parking, and insurance fees are covered. Child seats are available, and the flexible itinerary means you can focus on the destinations that matter most to you without worrying about public transport or schedules.",,Hotels in Osaka City,Tour guide | Admission to attractions | Toll fees | Parking fees | Other personal expenses,,"[{img_url=160123, img_alt=Osaka Car Rental with Driver to Kyoto/Kobe/Nara/Osaka}]",English-speaking driver | Fuel fees | Delivery fees | Insurance provided by the operator | Child seats | Kilometers: 300 KM | First infant/child seat is free（Please select at the checkout page） | Please note that one child seat is equivalent to 1.5 passengers. | English online service,Hotel pick-up and drop-off services are available | Service time: 07:00-22:00,Hotels in Osaka City,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
478317,Mount Fuji Panoramic Day Trip (From Tokyo),"Tokyo Day Trip to Mount Fuji – Arakurayama, Oshino Hakkai & Lake Kawaguchiko",Lawson Fujikawaguchiko Town hall | Oishi Park | Lake Kawaguchi | Kawaguchiko Natural Living Center | Oshino Hakkai | Shinnasho River | Arakurayama Sengen Park | Shinkura Fuji Asama Shrine | Hikawa Clock Shop | 08:00 - 17:30 | Departure type: Meet up | Book now for tomorrow | Free cancellation (24 hours notice) | Min. group size: 2 | Instant confirmation,,D-1,"Tokyo, Mount Fuji",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Escape Tokyo for the day and witness the majestic beauty of Mount Fuji on this guided panoramic tour. Travel to the iconic Fuji Five Lakes area, take in sweeping views of Japan's most famous peak, and explore the dramatic volcanic scenery of the Hakone region. Round-trip transfers from Tokyo and an English or Chinese-speaking guide are included, making this an effortless and awe-inspiring day trip.",,,Admission to Oshino Hakkai Observation Deck | Meals and beverages | Other personal expenses,,"[{img_url=KLK_478317, img_alt=Mount Fuji Panoramic Day Trip (From Tokyo)}]","English / Chinese-speaking guide | Round-trip transfers to and from the meet up location | Friendly reminder: Dear friend, we will send you the tour guide information via email around 18:00 on the day before your trip. Please check your inbox! Sometimes emails may be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | Friendly reminder: Hello to friends using LINE~ 🌟 Due to LINE's regional restrictions ⛔, the tour guide cannot directly add you as a friend via your LINE number the day before the trip. Therefore, we will create a LINE group the day before the trip and send you the LINE group link via email. After receiving the email, please actively click the link to join the LINE group so that the tour guide can communicate with you promptly. Thank you 🙏 | Kind reminder: To ensure everyone's touring experience, the tour guide may flexibly adjust the sightseeing order of attractions based on the weather and traffic conditions of the day. Thank you for your understanding and cooperation!","[Departure] Gentle reminder: We will send you an email with the tour guide's information around 6 PM the day before the trip. The email may be misclassified as spam, so please check your junk mailbox in time. Thank you. 💕 (We sincerely apologize, but we cannot change the meeting point on the day of the trip. If you need to change the meeting point, please let us know one day in advance. Thank you.)
 | Please arrive at the location 15 mins before the departure time | Latecomers or no-shows can't be refunded | [Return] Friendly reminder: The end time may vary depending on the drop-off location and road conditions! If the highway is clear, the drop-off time is approximately 17:30; if there is traffic congestion, it may be delayed until 20:00. We apologize for any inconvenience 🙏!",,Day Trips & Excursions,shared,"Friend,Couple,Family","NATURE,MOUNTAIN,ADVENTURE",
539002,Kamakura · 10 hours · Group of 1-6 · Tokyo (23 wards) · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Kamakura Day Trip, Up to 6 Pax",Route A :  Pick-up in Tokyo city > Tsurugaoka Hachimangū > The Buddha at Kamakura > Hase eki > Kamakura-Kōkō-Mae > Slam Dunk Train Crossing > Sea Candle > Enoshima Shrine | Route B: Customized Route (You can choose attractions in the area near the same route),,D-1,"Tokyo, Kamakura",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace . Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Tokyo (23 wards),Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
539010,Kamakura · 10 hours · Group of 1-6 · Narita International Airport · Ansu Travel (Quality Service),"Tokyo Private 10-Hour Car with English Driver – Kamakura Day Trip, Narita Pickup, Up to 6 Pax",Route A :  Pick-up in Tokyo city > Tsurugaoka Hachimangū > The Buddha at Kamakura > Hase eki > Kamakura-Kōkō-Mae > Slam Dunk Train Crossing > Sea Candle > Enoshima Shrine | Route B: Customized Route (You can choose attractions in the area near the same route),,D-1,"Tokyo, Kamakura",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel around Kamakura in style with a private English-speaking driver for a full 10 hours. All fuel, tolls, and parking fees are covered, giving you complete freedom to explore at your own pace from Narita Airport. Ideal for families, couples, or friend groups, this door-to-door service offers a flexible and comfortable way to experience the highlights of the greater Tokyo region.",,Narita International Airport,Admission to attractions | Extra or overweight luggage | Other personal expenses | Extra charges for overtime / night service / excess mileage,,"[{img_url=137266, img_alt=Tokyo Departure: Car Rental with Driver to Tokyo/Yokohama/Kamakura - English-speaking Driver}]",Fuel fees | Toll fees | Parking fees | English Speaking Driver | First child seat fee | Free pick-up service inside Tokyo's 23 Wards,Please enter your preferred pick-up time on the checkout page. Available departure times: 7:00-10:00 AM | The first child seat is free. The second and additional seats can be booked at the displayed price. Please indicate the total number of child seats required on the checkout page.,,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
678074,"Amanohashidate, Ine Funaya & Miyama Thatched Village (Departing from Osaka)","Kyoto – Amanohashidate & Ine Funaya Scenic Day Trip from Osaka, Miyama Thatched Village",Funaya | Igan Bay | Ine Bay Sightseeing Boat | Amanohashidate Viewland | Kaisen Bridge | Amano Hashidate Beach | Chionji Temple | Kayabuki No Sato | Miyama Folk Museum | 07:30 - 18:30 | Departure type: Meet up | Book now for tomorrow | Guaranteed departure | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Kyoto, Amanohashidate, Ine, Miyama",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Journey from Osaka or Kyoto to the breathtaking Amanohashidate sandbar and the charming coastal village of Ine, famous for its row of traditional funaya boathouses built directly over the bay. Cruise along Ine Bay and explore the area's unique maritime heritage with an English or Chinese-speaking guide. Round-trip transfers are included, making this a relaxing and scenic escape into one of Japan's lesser-visited coastal wonders.",,,"Admission to Amanohashidate VIEWLAND Cable Car & Ine Bay Boat Tour & Miyama Folk Museum | Meals and beverages | Other personal expenses | Friendly reminder: We will send you the tour guide information via email around 18:00 the day before your trip. Please check your inbox! Sometimes emails might be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | 🌟Due to LINE's regional restrictions ⛔, the tour guide cannot directly add you as a friend via LINE number the day before the trip. Therefore, we will create a LINE group the day before the trip and send you the LINE group link via email. After receiving the email, please actively click the link to join the LINE group so that the tour guide can communicate with you in a timely manner. Thank you 🙏",,"[{img_url=KLK_678074, img_alt=Kyoto Amanohashidate & Ine Funaya & Ine Bay Scenic Day Trip (Departing from Osaka or Kyoto)}]",Chinese / English-speaking guide | Round-trip transfers to and from the meet up location,"[Departure] Friendly reminder: We will send you the tour guide information via email around 18:00 the day before departure. Please check your inbox! Sometimes emails may be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | Please arrive at the location 15 mins before the departure time | Latecomers or no-shows can't be refunded",,Day Trips & Excursions,shared,"Couple,Friend,Family","NATURE,CULTURE,ROMANTIC",
464668,Osaka e-Pass 1-Day Standard – Unlimited Entry to 25+ Top City Attractions,Osaka e-Pass 1-Day Standard – Unlimited Entry to 25+ Top City Attractions,,,Non Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Make the most of Osaka in a single day with this convenient multi-attraction pass. Covering 11 or more top destinations, including the Umeda Sky Building and other city highlights, it's designed for travellers who want to see a lot without the hassle of separate tickets. The pass grants seamless entry to each venue, letting you explore Osaka's food scene, architecture, and culture all on one easy-to-use digital pass.",,,Transport | Other personal expenses,,"[{img_url=KLK_464668, img_alt=OSAKA e-PASS}]","1-day attraction pass | Admission to: 25+ attractions in Osaka, including Umeda Sky Building Kuchu-Teien Observatory, LEGOLAND® Discovery Center Osaka, Tombori River Cruise, Osaka Wheel, Tsutenkaku Tower, and Tower Slider | Choose 1 from: Cruise Ship Santa Maria Day Cruise or Cruise Ship Santa Maria Twilight Cruise | Choose 1 from: Osaka Suijyo Bus Aqua-Liner, Okawa River Sakura Cruise or YORIMICHI Sunset Cruise | Discounts and benefits at over 10 facilities and stores: Facilities offering discounts and benefits",Please refer to the facility details for assistance,Please refer to the facility details for assistance,Tickets & Attraction Passes,none,"Solo,Friend,Couple","CITY,CULTURE,LIFESTYLE_CURATOR",
542841,"Osaka 1-Day Private Charter – Wakayama/Shiga/Himeji Route, 10-Seat, 200km","Osaka 1-Day Private Charter – Wakayama/Shiga/Himeji Route, 10-Seat, 200km","Route A : Osaka-Lake Biwa Cable Car-Kyuubarin-Shirahi Shrine-Ukimido-Omi Hachiman-Miho Museum-Osaka | Route B : Osaka-Himeji Castle-Kokane-Himeji Museum of Art-Akashi-Ohashi-Suma Coast-Osaka | Route C : Osaka-Kifune Shrine-Sanzenin-Rurikoen-Jishoji-Philosopher's Path-Heian Jingu-Nanzenji-Murin-an-Hyotei-Takashimaya-Osaka | Route D : Osaka-Wakayama Castle-Kuroshio Market-Okadashi Tram-Danjo Garan-Takanoyama-Kingohoji-Okunoin-Osaka | Route E : Customized route (You can choose attractions from nearby routes.) Only one city is allowed, adding more cities will incur additional fees. | There is an additional fee for traveling across three cities, 7-seater: 6,000 jpy,10-seater: 10,000 jpy.",,D-1,"Osaka, Wakayama, Shiga, Himeji",ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Explore Kyoto, Kobe, Nara, or Osaka at your own pace on this private 10-hour chartered car service with an English-speaking driver. Starting from your hotel in Osaka, all fuel, toll, parking, and insurance fees are covered. Child seats are available, and the flexible itinerary means you can focus on the destinations that matter most to you without worrying about public transport or schedules.",,,"Admission to attractions | Parking fees | Other personal expenses | One child seat is free,additional seats available for a surcharge.",,"[{img_url=159289, img_alt=Osaka Car Rental with Driver to Kyoto/Nara/Kobe - English/Chinese Speaking Driver}]",English / Japanese-speaking driver | Fuel fees | Toll fees | Driver meals,,Osaka,Transport & Rentals,private,"Family,Couple,Friend","CITY,CULTURE",
315280,Kyoto Day Tour with Optional Lunch with lunch,"Kyoto Full-Day Tour – Kinkaku-ji, Kiyomizu-dera & Top Temples, with Lunch",Kiyomizudera Temple | Sanjusangen-do Temple | Arashiyama Bamboo Forest | Tenryū-ji Temple | Kinkakuji Temple | Nijō Castle | Fushimi Inari Taisha | 07:50 - 16:30 | Departure type: Meet up | Book now for tomorrow | Free cancellation (24 hours notice) | Instant confirmation,,D-1,Kyoto,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Discover Kyoto's greatest cultural treasures on this comprehensive guided day tour. Visit four of the city's most revered UNESCO World Heritage Sites including Kiyomizu-dera Temple, Sanjusangen-do, Tenryu-ji garden, and the golden Kinkaku-ji. Entrance fees to all four attractions are included, and an optional lunch stop lets you sample local Kyoto cuisine. A wonderful way to see the highlights of Japan's ancient capital in a single well-paced day.",,,Hotel pick up and drop off | Other personal expenses,,"[{img_url=11363, img_alt=Kyoto Day Tour with Optional Lunch}]","Admission to: Kiyomizu-dera Temple, Sanjusangen-do Temple, Tenryu-ji Temple, and Kinkaku-ji Temple | English-speaking guide | Audio guide | Lunch | Round-trip transfers to and from the meet up location | WiFi on board | Professional English Speaking Tour Guide","[Departure] 5-minute walk from West Exit of JR Kyoto Station
Look out for green and white flag ""Japan Panoramic Tours"" | Please arrive at the location 5 mins before the departure time | Latecomers or no-shows can't be refunded",,Day Trips & Excursions,shared,"Family,Friend,Solo","CULTURE,HISTORY,CITY",
600003,Departing from Osaka (includes Amanohashidate Cable Car and Ine Bay Boat Tour tickets),"Kyoto – Amanohashidate & Ine Funaya Scenic Day Trip from Osaka, Cable Car & Boat Tickets Included",Funaya | Funaya Group Observatory | Ine Cafe boat dock | Funayanosato Park | Ine Bay Sightseeing Boat | Amanohashidate Viewland | Kaisen Bridge | Amano Hashidate Beach | Chionji Temple | 08:00 - 18:30 | Departure type: Meet up | Book now for tomorrow | Guaranteed departure | Free cancellation (24 hours notice) | Instant confirmation,,D-1,"Kyoto, Amanohashidate, Ine",ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Explore two of Japan's most picturesque coastal gems on this guided day trip from Osaka or Kyoto. Visit Amanohashidate, one of Japan's three scenic views, and ride the cable car for a panoramic perspective of the pine-covered sandbar. Then cruise Ine Bay to see the traditional funaya boathouses that line the water's edge. An English or Chinese-speaking guide and round-trip transfers are included.",,,"Meals and beverages | Other personal expenses | Friendly reminder: We will send you the tour guide information via email around 18:00 the day before your trip. Please check your inbox! Sometimes emails might be mistakenly classified as spam, so please check your spam folder. Thank you 🙏 | 🌟Due to LINE's regional restrictions ⛔, the tour guide cannot directly add you as a friend via LINE number the day before the trip. Therefore, we will create a LINE group the day before the trip and send you the LINE group link via email. After receiving the email, please actively click the link to join the LINE group so that the tour guide can communicate with you in a timely manner. Thank you 🙏",,"[{img_url=KLK_600003, img_alt=Kyoto Amanohashidate & Ine Funaya & Ine Bay Scenic Day Trip (Departing from Osaka or Kyoto)}]",Admission to: Amanohashidate Cable Car & Ine Bay Sightseeing Boat | Chinese / English-speaking guide | English-speaking staff | Round-trip transfers to and from the meet up location,"[Departure] Friendly reminder: We recommend arriving at the meeting point 15 minutes in advance. Thank you 😊 We will send you the tour guide information via email around 18:00 the day before departure. Please check your inbox! Sometimes emails may be mistakenly identified as spam, so please check your spam folder. Thank you 🙏
 | Please arrive at the location 15 mins before the departure time | Latecomers or no-shows can't be refunded",,Day Trips & Excursions,shared,"Couple,Friend,Family","NATURE,CULTURE,ROMANTIC",
